Title,Developer,Publisher,Platform,Genre,ReleaseDate,Rating
Deus Ex: Human Revolution,Eidos Montreal|Nixxes Software,Feral Interactive|Square Enix|Mastertronic,Macintosh|PC|PlayStation 3|Xbox 360,Action|Adventure,23 Aug 2011,8.6
Deus Ex: Invisible War,Ion Storm,ak tronic|Sold Out Software|Eidos Interactive|Mastertronic,PC|Xbox,Adventure|Action,2 Dec 2003,7.8
Deus Ex: Mankind Divided,Nixxes Software|Eidos Montreal,Feral Interactive|Square Enix,Linux|Macintosh|PC|PlayStation 4|Xbox One,Action|Adventure,23 Aug 2016,7.5
Deus Ex: The Fall,N-Fusion Interactive Entertainment Corp.|Square Enix,Square Enix,Android|iOS (iPhone/iPad)|PC,First-Person|Shooter|3D|Action,11 Jul 2013,4.7
Deus Ex,Ion Storm,Aspyr|Sold Out Software|Eidos Interactive|Square Enix,Macintosh|PC|PlayStation 2,Action|Adventure,23 Jun 2000,9.0
Deus,Silmarils,ReadySoft,PC,Action,31 Dec 1997,4.7
Devastation,Digitalo Studios,NovaLogic|Arush Entertainment,PC,3D|Action|First-Person|Shooter,28 Mar 2003,6.6
Devil Dice,Shift,SCEI|THQ|SCEE,PlayStation,Matching/Stacking|Puzzle,30 Jun 1998,7.7
Devil Kings,Capcom,Capcom,PlayStation 2,Action|3D|Beat-'Em-Up,12 Oct 2005,8.1
Devil May Cry 2,Capcom,Capcom,PlayStation 2,Action|Adventure,25 Jan 2003,7.1
Devil May Cry 3: Dante's Awakening,Capcom,Capcom,PlayStation 2,Action|Adventure,1 Mar 2005,9.1
Devil May Cry 3: Special Edition,Sourcenext|Capcom,Ubisoft|Valve Software|Sold Out Software|Sourcenext|Mastertronic|Capcom,PC|PlayStation 2,Action|Adventure,24 Jan 2006,8.9
Devil May Cry 4,Capcom,Capcom,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Adventure|Action,5 Feb 2008,8.6
Devil May Cry HD Collection,Pipeworks Software|Inc.,Capcom,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Compilation,29 Mar 2012,8.4
Devil May Cry,Capcom,Capcom,PlayStation 2,Adventure|Action,16 Oct 2001,9.0
Devil's Crush,TechnoSoft|Compile,TechnoSoft|Tengen|Naxat Soft|D4 Enterprise|Hudson|NEC Interchannel|Konami,Genesis|TurboGrafx-16,Pinball,1990,7.8
Devil's Third,Valhalla Game Studios,Nintendo,Wii U,Shooter|Third-Person|3D|Action,11 Dec 2015,7.4
Devo Presents Adventures of the Smart Patrol,Inscape,Inscape,Macintosh|PC,Adventure,31 Jul 1996,6.1
Dewy's Adventure,Konami,Konami,Wii,Platformer|Action|3D,25 Sep 2007,6.7
Dexter's Laboratory: Robot Rampage,Altron,Bam Entertainment|TDK Core|Taito Corporation,Game Boy Color,Action,23 Nov 2000,6.1
Diablo II,Blizzard North|Blizzard Entertainment,Blizzard Entertainment|Sierra Entertainment|Havas Interactive|VU Games,Macintosh|PC,Action|Role-Playing,29 Jun 2000,9.0
Diablo III,Blizzard Entertainment|Activision,Blizzard Entertainment|Activision|Square Enix,Macintosh|PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Role-Playing|Action,15 May 2012,7.3
Diablo,Blizzard Entertainment|Synergistic Software|Climax Group,Blizzard Entertainment|Sierra Entertainment|Electronic Arts|Square EA,Macintosh|PC|PlayStation,Action|Role-Playing,30 Nov 1996,8.7
Diabolical Pitch,Grasshopper Manufacture,Microsoft Game Studios,Xbox 360,Action,4 Apr 2012,3.4
DICE: DNA Integrated Cybernetic Enterprises,Natsume,Bandai,PlayStation 2,3D|Action|Shooter|Third-Person,22 Sep 2005,6.2
Diddy Kong Racing DS,Rare Ltd.,Nintendo,DS,Driving/Racing|Arcade,5 Feb 2007,7.5
Diddy Kong Racing,Rare Ltd.,Nintendo,Nintendo 64,Driving/Racing|Arcade,14 Nov 1997,8.0
Die by the Sword,Treyarch,Tantrum Entertainment|Interplay,PC,Action|Adventure,28 Feb 1998,7.2
Die Hard Arcade,Sega,Sega|Tec Toy,Arcade Games|PlayStation 2|Saturn,3D|Beat-'Em-Up|Action,May 1996,7.9
Die Hard: Nakatomi Plaza,Piranha Games,Sierra Entertainment,PC,Action|First-Person|Shooter|3D,22 Apr 2002,6.1
Die Hard Trilogy 2: Viva Las Vegas,n-Space,Fox Interactive,PC|PlayStation,Action,29 Feb 2000,6.6
Die Hard Trilogy,Probe Entertainment Limited,Electronic Arts|Fox Interactive|Electronic Arts Victor|Ubisoft|Fox|Sega|Tec Toy,PC|PlayStation|Saturn,Action,31 Aug 1996,8.2
Die Hard: Vendetta,Bits Studios,Sierra Entertainment|NDA Productions,GameCube|PlayStation 2|Xbox,First-Person|Shooter|3D|Action,19 Nov 2002,5.6
Dig Dug Deeper,Creature Labs,Infogrames,PC,Arcade|Action,31 Oct 2001,6.5
Dig Dug: Digging Strike,Bullets,Namco|Atari SA,DS,Action,18 Oct 2005,6.9
Dig Dug,Atari|Namco|Atari Corporation|Now Production|Realtime Associates|Bandai Namco Games|Syndein Systems|Namco Networks America|Namco Bandai Games,Atari|Bandai Namco Games|Namco|Atari Corporation|Dempa Shinbunsha|Intellivision Productions|Namco Bandai Games|Takara|Namco Networks America,Apple II|Arcade Games|Atari 2600|Atari 5200|Atari 7800|Atari 8-bit|Commodore 64|Famicom Disk System|FM-7|Game Boy|Game Boy Advance|Intellivision|Mobile|MSX|NEC PC88|NES|PC|PlayStation 4|Sharp X1|Sord M5|TI-99/4A|VIC-20|Windows Mobile|Xbox 360|Xbox One,Action|Arcade,April 1982,7.3
Diggles,Innonics,Strategy First|Innonics,PC,Strategy|Real-Time,20 Mar 2002,7.7
Digimon Digital Card Battle,Bandai,Bandai,PlayStation,Card Game,28 Jun 2001,8.1
Digimon World 3,Boom,Bandai,PlayStation,Role-Playing,5 Jun 2002,7.9
Digimon World 4,Bandai,Bandai|Atari SA,GameCube|PlayStation 2|Xbox,Role-Playing,1 Jun 2005,7.1
Digimon World Championship,Epics,Bandai Namco Games|Namco Bandai Games,DS,Strategy,26 Aug 2008,7.4
Digimon World Data Squad,Bec,Bandai Namco Games|Namco Bandai Games,PlayStation 2,Role-Playing,18 Sep 2007,7.3
Digimon World DS,Bec,Bandai|Namco Bandai Games,DS,Role-Playing,7 Nov 2006,8.5
Digimon World: Dawn/Dusk,Bandai Namco Games,Bandai Namco Games|Namco Bandai Games,DS,Role-Playing|Management,18 Sep 2007,8.4
Digimon World,Bandai|Flying Tiger Development,Multi Enterprise|Bandai,PC|PlayStation,Management|Role-Playing,23 May 2000,7.6
Dilbert's Desktop Games,Dreamworks Interactive,Dreamworks Interactive,PC,Party/Minigame,30 Sep 1997,7.8
Diner Dash,Climax Group|PlayFirst|Other Ocean Interactive|GameLab|Glu Mobile|Hudson,Eidos Interactive|PlayFirst|Glu Mobile|Hudson|Big Fish Games,DS|iOS (iPhone/iPad)|Macintosh|Mobile|PC|PlayStation 3|PSP|Wii|Xbox 360,Puzzle|Action,3 Dec 2003,7.4
Dino and Aliens,Oberon Media,MSN Games,PC,Puzzle,Q4 2005,
Dino Crisis 2,Capcom,Sourcenext|Capcom|Virgin Interactive,PC|PlayStation,Survival|3D|Action|Adventure,29 Sep 2000,8.8
Dino Crisis 3,Capcom,Capcom,Xbox,Action|Adventure|Survival|3D,16 Sep 2003,6.1
Dino Crisis,Capcom,Capcom|Virgin Interactive|Sourcenext,Dreamcast|PC|PlayStation,3D|Action|Adventure|Survival,31 Aug 1999,8.2
Dino Master,Creative Office,Majesco Games|Eidos Interactive|Taito Corporation,DS,Strategy,25 May 2006,3.5
Dino Stalker,Capcom|TOSE,Namco|Capcom,Arcade Games|PlayStation 2,Action|Light-Gun|Shooter,9 Sep 2002,5.8
Dinotopia: The Sunstone Odyssey,Vicious Cycle,TDK Mediactive,GameCube|Xbox,Action|Adventure,23 Jul 2003,4.4
Dinotopia: The Timestone Pirates,RFX Interactive,TDK Mediactive,Game Boy Advance,Action|Platformer|2D,30 Apr 2002,5.7
Diplomacy (1999),Avalon Hill,Hasbro Interactive,PC,Strategy,31 Oct 1999,5.8
Diplomacy,Paradox Development Studio,Paradox Interactive,PC,Strategy|Turn-Based,4 Oct 2005,6.2
Dirge of Cerberus: Final Fantasy VII,Square Enix,Square Enix,PlayStation 2,Action|Adventure,15 Aug 2006,7.7
DiRT 2,Firebrand Games|Codemasters,Codemasters|Feral Interactive|E-Frontier|SCEE,DS|Macintosh|PC|PlayStation 3|PSP|Wii|Xbox 360,Simulation|Driving/Racing,8 Sep 2009,8.5
DiRT 3,Codemasters,Feral Interactive|Codemasters|E-Frontier,Macintosh|PC|PlayStation 3|Xbox 360,Simulation|Driving/Racing,23 May 2011,8.3
DiRT 4,Codemasters|Deep Silver,Codemasters|Deep Silver|Ubisoft,PC|PlayStation 4|Xbox One,Driving/Racing|Simulation,6 Jun 2017,8.7
D.i.R.T. - Origin of the Species,Nu Generation Games,Tri Synergy|Nobilis,PC,Action|Shooter|Third-Person|3D,8 Nov 2006,4.8
DiRT Rally,Codemasters,Codemasters,Linux|Macintosh|PC|PlayStation 4|Xbox One,Simulation|Driving/Racing,27 Apr 2015,8.2
DiRT Showdown,Codemasters,Codemasters,Linux|Macintosh|PC|PlayStation 3|Xbox 360,Driving/Racing|Simulation,23 May 2012,7.4
Dirt Track Racing 2,Ratbag,Infogrames,PC,Driving/Racing|Simulation,1 Sep 2002,7.9
Dirt Track Racing: Sprint Cars,Ratbag,WizardWorks,PC,Driving/Racing|Simulation,19 Oct 2000,7.3
Dirt Track Racing,Ratbag,WizardWorks,PC,Driving/Racing|Simulation,31 Jan 2000,6.9
DiRT,Codemasters,Mastertronic|Codemasters|Sold Out Software,PC|PlayStation 3|Xbox 360,Driving/Racing|Simulation,19 Jun 2007,8.2
Disaster Report,Irem,Irem|Granzella Inc.|Agetec Inc.,PlayStation 2,Survival|3D|Action|Adventure,15 Feb 2003,7.6
Disciples II: Dark Prophecy,Strategy First,Strategy First|Mindscape Inc.,PC,Strategy|Turn-Based,22 Jan 2002,8.4
Disciples II: Guardians of the Light,Strategy First,Strategy First,PC,Strategy|Turn-Based,14 Jun 2003,8.2
Disciples II: Servants of the Dark,Strategy First,Strategy First,PC,Strategy|Turn-Based,30 Jun 2003,8.2
Disciples III: Renaissance,Akella,Kalypso|Auran|CyberFront|Akella,PC,Turn-Based|Strategy,13 Jul 2010,6.2
Disciples: Sacred Lands,Strategy First,Strategy First,PC,Strategy|Turn-Based,31 Aug 1999,8.3
Discs of Tron,Bally Midway|Backbone Charlottetown,Bally Midway|Disney Interactive Studios,Arcade Games|Xbox 360,Action,1983,5.7
Discworld II: Mortality Bytes!,Perfect Entertainment,Psygnosis|Sega,PC|PlayStation|Saturn,Adventure,30 Nov 1996,8.4
Disgaea 2: Dark Hero Days,Nippon Ichi Software,NIS America|SCEA|Nippon Ichi Software|Koei|NIS Europe,Linux|Macintosh|PC|PlayStation 2|PSP,Strategy|Turn-Based,29 Aug 2006,9.0
Disgaea 3: Absence of Justice,Nippon Ichi Software,NIS America|ATLUS|Nippon Ichi Software|Square Enix,PlayStation 3|PlayStation Vita,Turn-Based|Strategy,26 Aug 2008,8.5
Disgaea 4: A Promise Unforgotten,Nippon Ichi Software,NIS America|Nippon Ichi Software,PlayStation 3|PlayStation Vita,Turn-Based|Strategy,6 Sep 2011,8.6
Disgaea 5: Alliance of Vengeance,Nippon Ichi Software,NIS America|Nippon Ichi Software|IntraGames,Nintendo Switch|PC|PlayStation 4,Turn-Based|Strategy,6 Oct 2015,8.9
Disgaea: Afternoon of Darkness,Nippon Ichi Software,Nippon Ichi Software|NIS Europe|NIS America|Square Enix|ATLUS|Koei,DS|PC|PlayStation 2|PlayStation 4|PSP,Strategy|Turn-Based,27 Aug 2003,8.9
Disgaea D2: A Brighter Darkness,Nippon Ichi Software,Nippon Ichi Software|NIS America,PlayStation 3,Strategy|Turn-Based,8 Oct 2013,8.8
Dishonored 2,Arkane Studios,Bethesda Softworks,PC|PlayStation 4|Xbox One,Adventure|Action,10 Nov 2016,7.9
Dishonored: Death of the Outsider,Arkane Studios,Bethesda Softworks,PC|PlayStation 4|Xbox One,Action|Adventure,14 Sep 2017,6.3
Dishonored,Arkane Studios,Bethesda Softworks,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Action|Adventure,8 Oct 2012,8.4
Disney Castle of Illusion starring Mickey Mouse,Disney Interactive Studios|Sega|Feral Interactive,Disney Interactive Studios|Feral Interactive|Sega,Android|iOS (iPhone/iPad)|Macintosh|PC|PlayStation 3|Xbox 360,Action|Platformer|2D,3 Sep 2013,7.3
Disney Epic Mickey 2: The Power of Two,Blitz Games Studios|Blitz Games|Junction Point|Heavy Iron Studios,Disney Interactive Studios|Spike Chunsoft|CyberFront|Disney Interactive,PC|PlayStation 3|PlayStation Vita|Wii|Wii U|Xbox 360,3D|Platformer|Action,18 Nov 2012,5.7
Disney Epic Mickey: The Power of Illusion,DreamRift,Disney Interactive Studios|Spike Chunsoft,3DS,Action|2D|Platformer,18 Nov 2012,6.4
Disney Epic Mickey,Junction Point,Disney Interactive Studios|Nintendo,Wii,3D|Platformer|Action,30 Nov 2010,7.2
Disney Golf,T&E Soft,Electronic Arts|Capcom|EA Games,PlayStation 2,Sports|Golf|Arcade,16 Oct 2002,7.2
Disney Infinity 3.0 Edition,Avalanche Software,Disney Interactive Studios|Bandai Namco Games,Android|iOS (iPhone/iPad)|Macintosh|PC|PlayStation 3|PlayStation 4|Wii U|Xbox 360|Xbox One,Adventure|Action,30 Aug 2015,7.4
Disney Infinity 2.0 Edition,Avalanche Software,Disney Interactive Studios,iOS (iPhone/iPad)|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U|Xbox 360|Xbox One,Adventure|Action,23 Sep 2014,7.0
Disney Infinity,Altron|Avalanche Software,Bandai Namco Games|Disney Interactive Studios,3DS|PC|PlayStation 3|Wii|Wii U|Xbox 360,Adventure|Action,18 Aug 2013,7.7
Disney/Pixar A Bug's Life,Traveller's Tales,Activision|Disney Interactive Studios|Ubisoft|Konami|SCEA|SCEE,Nintendo 64|PC|PlayStation,Platformer|Action|3D,31 Oct 1998,5.3
Disney/Pixar Finding Nemo,Vicarious Visions|Traveller's Tales,THQ|Yuke's|Disney Interactive Studios,Game Boy Advance|GameCube|Macintosh|PC|PlayStation 2|Xbox,Action|Adventure,11 May 2003,5.6
Disney/Pixar Ratatouille,Helixe|Asobo Studio|Heavy Iron Studios|THQ Wireless|Locomotive Games,THQ|THQ Wireless|ak tronic|Disney Interactive Studios,DS|Game Boy Advance|GameCube|Macintosh|Mobile|PC|PlayStation 2|PlayStation 3|PSP|Wii|Xbox|Xbox 360,3D|Platformer|Action,26 Jun 2007,6.1
Disney/Pixar's Toy Story 2: Buzz Lightyear to the Rescue!,Traveller's Tales,Activision|Disney Interactive Studios,Dreamcast|Nintendo 64|PC|PlayStation,Platformer|Action|3D,30 Nov 1999,7.5
Disney/Pixar's Toy Story Racer,Tiertex Design Studios|Traveller's Tales,Activision|SCEA,Game Boy Color|PlayStation,Arcade|Driving/Racing,28 Feb 2001,7.6
Disney Sports: Basketball,Konami,Konami,Game Boy Advance|GameCube,Sports|Team-Based|Arcade|Basketball,23 Nov 2002,6.2
Disney Sports: Football,Konami|KCEO,Konami,Game Boy Advance|GameCube,Football (American)|Sports|Team-Based|Arcade,5 Nov 2002,5.7
Disney Sports: Skateboarding,Konami|KCEO,Konami,Game Boy Advance|GameCube,Sports|Skateboarding/Skating,15 Nov 2002,5.2
Disney Sports: Soccer,Konami|KCEO,Konami,Game Boy Advance|GameCube,Arcade|Soccer|Sports|Team-Based,11 Nov 2002,7.1
Disney TH!NK Fast,Magenta Software,Disney Interactive Studios,PlayStation 2|Wii,Trivia/Board Game,21 Oct 2008,6.5
Disney Universe,Eurocom Entertainment Software,Disney Interactive Studios,Macintosh|PC|PlayStation 3|Wii|Xbox 360,Action|Adventure,25 Oct 2011,6.5
Disney's 102 Dalmatians: Puppies to the Rescue,Crystal Dynamics|Toys for Bob,Eidos Interactive|Activision|Disney Interactive Studios|Square Enix,Dreamcast|Game Boy Color|PC|PlayStation,Platformer|3D|Action,8 Nov 2000,6.4
Disney's Aladdin in Nasira's Revenge,Argonaut Games,Disney Interactive Studios|SCEE|SCEA,PC|PlayStation,3D|Action|Platformer,15 Mar 2001,6.6
Disney's Atlantis: The Lost Empire,3d6 Games|Eurocom Entertainment Software|Zombie Studios,THQ|Disney Interactive Studios|SCEE|SCE Australia|SCEA,Game Boy Advance|Game Boy Color|PC|PlayStation,Action|2D|Platformer,17 May 2001,5.8
Disney's Dinosaur,Disney Interactive Studios|Digital Eclipse|Ubisoft,Ubisoft|Disney Interactive Studios,Dreamcast|Game Boy Color|PC|PlayStation|PlayStation 2,Action|Adventure,19 May 2000,5.1
Disney's Donald Duck: Goin' Quackers,Ubisoft Montreal|Disney Interactive Studios|Ubisoft Shanghai,Ubisoft,Dreamcast|GameCube|Nintendo 64|PC|PlayStation|PlayStation 2,Platformer|Action|3D,14 Nov 2000,6.7
Disney's Extreme Skate Adventure,Vicarious Visions|Toys for Bob,Activision,Game Boy Advance|GameCube|PlayStation 2|Xbox,Skateboarding/Skating|Sports,2 Sep 2003,7.0
Disney's Herbie: Fully Loaded,Climax Group|Buena Vista Interactive|Disney Mobile Studios,Disney Interactive Studios|Buena Vista Interactive|Disney Mobile Studios,DS|Game Boy Advance|Mobile,Arcade|Driving/Racing,2 Jun 2005,6.5
Disney's Hercules Action Game,Eurocom Entertainment Software,Disney Interactive Studios|SCEE|Virgin Interactive|Majesco Games,PC|PlayStation,Platformer|Action|2D,1 Jul 1997,7.6
Disney's Lilo & Stitch,Blitz Games,SCE Australia|SCEA|SCEE,PlayStation,3D|Platformer|Action,14 Jun 2002,5.4
Disney's Magical Mirror Starring Mickey Mouse,Capcom,Nintendo,GameCube,Adventure,13 Aug 2002,4.5
Disney's Meet the Robinsons,Avalanche Software|Buena Vista Games,Disney Interactive Studios|SCEA,GameCube|PC|PlayStation 2|Wii|Xbox 360,Action|Adventure,27 Mar 2007,6.3
Disney's PK: Out of the Shadows,Ubisoft,Ubisoft,GameCube|PlayStation 2,2D|Action|Beat-'Em-Up,1 Nov 2002,4.7
Disney's Stitch: Experiment 626,High Voltage Software,SCEE|Disney Interactive Studios|Electronic Arts,PlayStation 2,Action|Adventure,19 Jun 2002,6.4
Disney's Tarzan Untamed,Ubisoft Montreal|Ubisoft,Ubisoft,GameCube|PlayStation 2,Adventure|Action,14 Nov 2001,5.8
Disney's Tarzan,Digital Eclipse|Eurocom Entertainment Software,Syscom|Activision|Disney Interactive Studios|SCEA|SCEE|Konami,Game Boy Color|Nintendo 64|PC|PlayStation,2D|Platformer|Action,24 Jun 1999,7.1
Disney's The Emperor's New Groove,Argonaut Games,SCEE|SCEA,PlayStation,Action|3D|Platformer,13 Nov 2000,7.6
Disney's The Little Mermaid II: Pinball Frenzy,Left Field Productions,Nintendo,Game Boy Color,Pinball,24 Sep 2000,6.1
Disney's Toy Story,Tiertex Design Studios|Traveller's Tales,Black Pearl|Disney Interactive Studios|Sega|Capcom|Nintendo,Game Boy|Genesis|PC|Super Nintendo,Action|2D|Platformer,December 1995,7.1
Disney's Treasure Planet,Disney Interactive Studios|Magenta Software|Bizarre Creations,Ubisoft|Disney Interactive Studios|SCEE|SCEA,Game Boy Advance|PlayStation|PlayStation 2,Platformer|3D|Action,31 Oct 2002,6.4
Disruptor,Insomniac Games,Interplay,PlayStation,3D|Shooter|Action|Team-Based|First-Person,30 Nov 1996,7.8
Dissidia 012: Duodecim Final Fantasy,Square Enix,Square Enix|SCEI,PSP,Action|3D|Fighting,21 Mar 2011,8.5
Dissidia: Final Fantasy NT,Square Enix|Team Ninja,Square Enix,Arcade Games|PlayStation 4,Action|Fighting|3D,30 Jan 2018,6.1
Dissidia: Final Fantasy,Square Enix,Square Enix|SCEI,PSP,Fighting|Action|3D,25 Aug 2009,8.8
Divekick,One True Game Studios|Iron Galaxy Studios,Iron Galaxy Studios|Square Enix,PC|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox One,Action|Fighting|2D,20 Aug 2013,6.9
Divide,Exploding Tuba Studios,Exploding Tuba Studios,PC|PlayStation 4,Action|Adventure,31 Jan 2017,6.0
Divided Ground: Middle East Conflict,TalonSoft,Take-Two Interactive,PC,Strategy|Turn-Based,1 Aug 2001,6.3
Divine Divinity,Larian Studios,Larian Studios|cdv Software|Xplosiv,PC,Action|Role-Playing,22 Sep 2002,8.3
Divinity: Dragon Commander,Larian Studios,Larian Studios|Ikaron,Macintosh|PC,Role-Playing|Action,6 Aug 2013,6.8
Divinity II: Ego Draconis,Larian Studios,cdv Software|DTP Entertainment|Microsoft Game Studios,PC|Xbox 360,Action|Role-Playing,5 Jan 2010,7.5
Divinity: Original Sin,Larian Studios,Focus Home Interactive|Ikaron|Larian Studios|Spike Chunsoft|Koch Media,Linux|Macintosh|PC|PlayStation 4|Xbox One,Role-Playing,30 Jun 2014,8.5
DJ Hero 2,FreeStyleGames,Activision,PlayStation 3|Wii|Xbox 360,Music/Rhythm,19 Oct 2010,8.4
DJ Hero,FreeStyleGames|Exient Entertainment,Activision,PlayStation 2|PlayStation 3|Wii|Xbox 360,Music/Rhythm,27 Oct 2009,8.2
DK: Jungle Climber,Paon Corporation,Nintendo,DS,Action,10 Sep 2007,7.1
DK: King of Swing,Paon Corporation,Nintendo,Game Boy Advance,Platformer|Action|2D,19 Sep 2005,7.5
DmC: Devil May Cry,QLOC|Ninja Theory,Capcom,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Action|Adventure,15 Jan 2013,7.9
DMZ North Korea,,,,,Canceled,
Do Not Fall,XPEC Entertainment Inc.,XPEC Entertainment Inc.,PC|PlayStation 3,Action|Platformer|3D,23 Jul 2013,7.3
DOA2: Hardcore,Team Ninja,SCEE|Tecmo|SCEA|Koei Tecmo Games,PlayStation 2,Action|3D|Fighting,25 Oct 2000,8.5
Doctor Who: The Eternity Clock,SuperMassive Games,BBC Worldwide,PC|PlayStation 3|PlayStation Vita,Action|Adventure,22 May 2012,6.0
Dog's Life,Frontier Developments,Hip Games|SCE Australia|Success|SCEE,PlayStation 2,3D|Third-Person|Adventure,14 Sep 2004,7.5
Dogs of War,Silicon Dreams,TalonSoft,PC,Strategy|Real-Time,30 Jul 2000,5.2
Dogs Playing Poker,ValuSoft,ValuSoft,PC,Gambling,30 Sep 2002,6.4
Dogz (1999),Saffire,Mindscape Inc.,Game Boy Color,Strategy|Simulation,December 1999,4.0
Dokapon Journey,Suzak,ATLUS|Sting,DS,Role-Playing,14 Apr 2009,7.2
Doki-Doki Universe,SCEA|Humanature Studios,SCEE|SCEA|SCEI|SCE Australia,PlayStation 3|PlayStation 4|PlayStation Vita,Miscellaneous,10 Dec 2013,6.8
Domination (2005),Wargaming.net,DreamCatcher Interactive,PC,Turn-Based|Strategy,3 Mar 2005,6.6
Don King Boxing,Venom Games|2K Shanghai,2K Sports,DS|Wii,Boxing|Sports,31 Mar 2009,6.2
Don King Presents: Prizefighter,Venom Games,2K Sports,Xbox 360,Sports|Boxing,10 Jun 2008,5.7
Donald Trump's Real Estate Tycoon,Airborne|Red Cap Entertainment,Activision Value|Empire Interactive,Mobile|PC,Management|Strategy,2 Nov 2002,5.5
Donkey Kong 64,Rare Ltd.,Nintendo,Nintendo 64,Action|3D|Platformer,24 Nov 1999,8.8
Donkey Kong: Barrel Blast,Paon Corporation,Nintendo,Wii,Arcade|Driving/Racing,8 Oct 2007,5.7
Donkey Kong Country 2: Diddy's Kong Quest,Rare Ltd.,Nintendo,Game Boy Advance|Super Nintendo,Platformer|Action|2D,December 1995,8.9
Donkey Kong Country 3: Dixie Kong's Double Trouble,Rare Ltd.,Nintendo,Game Boy Advance|Super Nintendo,2D|Platformer|Action,November 1996,8.6
Donkey Kong Country Returns,Monster Games Inc.|Retro Studios,Nintendo,3DS|Wii,2D|Platformer|Action,21 Nov 2010,8.7
Donkey Kong Country: Tropical Freeze,Retro Studios,Nintendo,Nintendo Switch|Wii U,Action|2D|Platformer,28 Feb 2014,9.1
Donkey Kong Country,Rare Ltd.,Nintendo|Playtronic,Game Boy Advance|Game Boy Color|Super Nintendo,Platformer|Action|2D,25 Nov 1994,8.8
Donkey Kong Jr. Math,Nintendo,Nintendo,NES,Edutainment,October 1985,5.5
Donkey Kong Jr.,Nintendo|Coleco|Atari,Nintendo|Falcon|Coleco|Atari|Atari Corporation,Arcade Games|Atari 2600|Atari 7800|Atari 8-bit|BBC Micro|Colecovision|e-Reader|Famicom Disk System|Intellivision|NES,Action|2D|Platformer,1982,7.6
Donkey Kong Jungle Beat,Nintendo EAD Tokyo|Nintendo,Nintendo,GameCube|Wii,2D|Platformer|Action,14 Mar 2005,8.1
Donkey Kong,Ocean|Human Engineered Software|Nintendo|Coleco|Atari|K- Byte|Syndein Systems,Ocean|Atari|Falcon|Nintendo|Bootleg|Orca|Coleco|Atari Corporation|AtariSoft|CBS Electronics,Amstrad CPC|Apple II|Arcade Games|Atari 2600|Atari 7800|Atari 8-bit|Colecovision|Commodore 64|e-Reader|Famicom Disk System|Game Boy Advance|Intellivision|MSX|NES|PC|Sinclair ZX81/Spectrum|TI-99/4A|VIC-20,Action|Platformer|2D,July 1981,7.7
Donkey Konga 2,Namco,Nintendo,GameCube,Music/Rhythm,9 May 2005,7.8
Donkey Konga,Namco,Nintendo,GameCube,Music/Rhythm,27 Sep 2004,8.1
Don't Knock Twice,Wales Interactive Ltd.,Wales Interactive Ltd.|Perpetual,Nintendo Switch|PC|PlayStation 4|Xbox One,VR|Adventure|3D|First-Person,5 Sep 2017,5.6
Don't Starve,Klei Entertainment|BlitWorks|Capybara Games|505 Games,Klei Entertainment|505 Games,iOS (iPhone/iPad)|Linux|Macintosh|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U|Xbox One,3D|Roguelike|Action|Adventure|Open-World,23 Apr 2013,7.8
